state	year	county	precinct	cd	ld	g2002_STH_dv	g2002_STH_rv	g2002_STH_tv	ld2	g2002_STH_dv2	g2002_STH_rv2	g2002_STH_tv2	ld3	g2002_STH_dv3	g2002_STH_rv3	g2002_STH_tv3	ld4	g2002_STH_dv4	g2002_STH_rv4	g2002_STH_tv4	ld5	g2002_STH_dv5	g2002_STH_rv5	g2002_STH_tv5	ld6	g2002_STH_dv6	g2002_STH_rv6	g2002_STH_tv6	ld7	g2002_STH_dv7	g2002_STH_rv7	g2002_STH_tv7	ld8	g2002_STH_dv8	g2002_STH_rv8	g2002_STH_tv8	ld9	g2002_STH_dv9	g2002_STH_rv9	g2002_STH_tv9	ld10	g2002_STH_dv10	g2002_STH_rv10	g2002_STH_tv10	ld11	g2002_STH_dv11	g2002_STH_rv11	g2002_STH_tv11	ld12	g2002_STH_dv12	g2002_STH_rv12	g2002_STH_tv12	ld13	g2002_STH_dv13	g2002_STH_rv13	g2002_STH_tv13	g2002_STS_dv	g2002_STS_rv	sd	g2002_STS_tv	g2002_STS_dv2	g2002_STS_rv2	sd2	g2002_STS_tv2	g2002_STS_dv3	g2002_STS_rv3	sd3	g2002_STS_tv3	g2002_STS_dv4	g2002_STS_rv4	sd4	g2002_STS_tv4	g2002_STS_dv5	g2002_STS_rv5	sd5	g2002_STS_tv5	g2002_STS_dv6	g2002_STS_rv6	sd6	g2002_STS_tv6	g2002_STS_dv7	g2002_STS_rv7	sd7	g2002_STS_tv7	g2002_STS_dv8	g2002_STS_rv8	sd8	g2002_STS_tv8	g2002_STS_dv9	g2002_STS_rv9	sd9	g2002_STS_tv9	g2002_STS_dv10	g2002_STS_rv10	sd10	g2002_STS_tv10	g2002_STS_dv11	g2002_STS_rv11	sd11	g2002_STS_tv11	g2002_STS_dv12	g2002_STS_rv12	sd12	g2002_STS_tv12	g2002_STS_dv13	g2002_STS_rv13	sd13	g2002_STS_tv13
"IA"	2002	"Carroll"	"Newton"	5	51	0	117	117																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Pleasant Valley-richland"	5	51	0	110	111																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Sheridan-grant"	5	51	0	185	185																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Union"	5	51	0	365	372																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Washington-roselle"	5	51	0	221	224																																																	0	0	26	0																																																
"IA"	2002	"Carroll"	"Wheatland-kniest"	5	51	0	237	240																																																	0	0	26	0																																																
"IA"	2002	"Cass"	"Absentee and Special Ballots"	5	57	279	470	749																																																	386	501	29	887																																																
"IA"	2002	"Cass"	"Atlantic Ward 1"	5	57	118	172	290																																																	164	123	29	287																																																
"IA"	2002	"Cass"	"Atlantic Ward 2 And Grove"	5	57	144	183	327																																																	166	157	29	323																																																
"IA"	2002	"Cass"	"Atlantic Ward 3"	5	57	179	265	444																																																	179	258	29	437																																																
"IA"	2002	"Cass"	"Atlantic Ward 4"	5	57	200	334	534																																																	201	326	29	527																																																
"IA"	2002	"Cass"	"Atlantic Ward 5"	5	57	194	338	533																																																	234	283	29	518																																																
"IA"	2002	"Cass"	"Bear Grove And Noble Twps"	5	57	45	159	204																																																	60	141	29	201																																																
"IA"	2002	"Cass"	"Benton Twp"	5	57	0	0	0																																																	29	21	29	50																																																
"IA"	2002	"Cass"	"Brighton Twp And Marne"	5	57	63	63	126																																																	71	52	29	123																																																
"IA"	2002	"Cass"	"Cass Twp And Lewis"	5	57	60	171	231																																																	80	147	29	227																																																
