state	year	county	precinct_code	precinct	g2010_GOV_rv	g2010_GOV_dv	g2010_GOV_tv	cd	g2010_USH_rv	g2010_USH_dv	g2010_USH_tv	cd2	g2010_USH_dv2	g2010_USH_rv2	g2010_USH_tv2	sd	g2010_STS_dv	g2010_STS_tv	g2010_STS_rv	sd2	g2010_STS_dv2	g2010_STS_rv2	g2010_STS_tv2	sd3	g2010_STS_dv3	g2010_STS_rv3	g2010_STS_tv3	ld	g2010_STH_rv	g2010_STH_tv	g2010_STH_dv	ld2	g2010_STH_dv2	g2010_STH_rv2	g2010_STH_tv2	ld3	g2010_STH_dv3	g2010_STH_rv3	g2010_STH_tv3	ld4	g2010_STH_dv4	g2010_STH_rv4	g2010_STH_tv4	ld5	g2010_STH_dv5	g2010_STH_rv5	g2010_STH_tv5	ld6	g2010_STH_dv6	g2010_STH_rv6	g2010_STH_tv6	ld7	g2010_STH_dv7	g2010_STH_rv7	g2010_STH_tv7	ld8	g2010_STH_dv8	g2010_STH_rv8	g2010_STH_tv8	ld9	g2010_STH_dv9	g2010_STH_rv9	g2010_STH_tv9	ld10	g2010_STH_dv10	g2010_STH_rv10	g2010_STH_tv10
"TN"	2010	"FRANKLIN"	9	"5-1 Keith Springs"	66	55	124	4	68	50	122																	39	70	125	55																																				
"TN"	2010	"FRANKLIN"	10	"5-2 Sewanee"	351	538	907	4	268	587	884																	39	308	904	596																																				
"TN"	2010	"FRANKLIN"	11	"5-3 Sherwood"	57	37	95	4	66	27	93																	39	53	93	40																																				
"TN"	2010	"FRANKLIN"	12	"6-1 Alto/Oak Grove"	261	238	510	4	223	259	498																	39	258	509	251																																				
"TN"	2010	"FRANKLIN"	13	"6-2 Capitol Hill"	355	173	539	4	284	220	529																	39	345	538	193																																				
"TN"	2010	"FRANKLIN"	14	"6-3 UTSI"	313	106	433	4	289	123	428																	39	311	428	117																																				
"TN"	2010	"FRANKLIN"	15	"7-1 North Lake"	706	255	971	4	632	280	945																	39	696	970	274																																				
"TN"	2010	"FRANKLIN"	16	"7-2 CG/Winchester Sp"	539	216	773	4	464	252	744																	39	524	766	242																																				
"TN"	2010	"FRANKLIN"	17	"8-1 Decherd"	344	256	617	4	295	287	591																	39	339	618	279																																				
"TN"	2010	"FRANKLIN"	18	"8-2 Estill Springs"	577	229	819	4	528	232	791																	39	575	821	246																																				
"TN"	2010	"GIBSON"	1	"1-1 Medina"	1167	256	1438	8	1143	205	1381					27	380	1416	1036									79	1154	1369	215																																				
"TN"	2010	"GIBSON"	2	"1-2 Sitka"	298	129	429	8	310	94	414					27	171	418	247									79	319	406	87																																				
"TN"	2010	"GIBSON"	3	"1-3 South Gibson"	210	81	294	8	235	45	285					27	99	285	186									79	219	285	66																																				
"TN"	2010	"GIBSON"	4	"1-4 Gibson"	290	156	453	8	308	107	429					27	182	443	261									79	314	432	118																																				
"TN"	2010	"GIBSON"	5	"1-5 Humboldt Airport"	176	54	234	8	189	33	226					27	80	227	147									79	166	213	47																																				
"TN"	2010	"GIBSON"	6	"2 Humboldt Church"	395	224	630	8	420	163	603					27	274	616	342									79	372	581	209																																				
"TN"	2010	"GIBSON"	7	"3 Humboldt Park"	389	265	665	8	406	227	648					27	307	650	343									79	338	622	284																																				
"TN"	2010	"GIBSON"	8	"4 St James Baptist"	40	259	306	8	41	248	296					27	266	298	32									79	37	281	244																																				
"TN"	2010	"GIBSON"	9	"5 Lane Chapel Church"	16	321	341	8	25	278	303					27	305	325	20									79	10	315	305																																				
"TN"	2010	"GIBSON"	10	"6 Humboldt Armory"	145	244	395	8	157	210	377					27	256	381	125									79	144	355	211																																				
"TN"	2010	"GIBSON"	11	"7-1 EdJones AgriPlex"	202	150	354	8	231	113	347					27	182	341	159									79	230	336	106																																				
"TN"	2010	"GIBSON"	12	"8-1 Edison"	67	84	153	8	83	59	145					27	84	152	68									79	94	141	47																																				
"TN"	2010	"GIBSON"	13	"7-2 Fruitland"	169	105	280	8	172	83	264					27	137	272	135									79	175	257	82																																				
"TN"	2010	"GIBSON"	14	"8-2 Brazil"	99	126	231	8	143	77	223					27	125	223	98									79	136	211	75																																				
"TN"	2010	"GIBSON"	15	"8-3 Spring Hill"	98	105	207	8	120	75	198					27	126	202	76									79	140	200	60																																				
"TN"	2010	"GIBSON"	16	"16-1 Yorkville"	170	112	301	8	214	80	298					27	158	291	133									79	231	284	53																																				
"TN"	2010	"GIBSON"	17	"16-2 Kenton"	184	140	329	8	210	98	313					27	145	298	153									79	243	315	72																																				
"TN"	2010	"GIBSON"	18	"16-3 Fairview"	44	41	89	8	58	27	85					27	54	87	33									79	55	82	27																																				
"TN"	2010	"GIBSON"	19	"9 Courthouse"	237	248	490	8	282	183	479					27	270	473	203									79	328	470	142																																				
"TN"	2010	"GIBSON"	20	"10 Trenton"	471	573	1058	8	468	519	1011					27	677	1004	327									79	516	984	468																																				
"TN"	2010	"GIBSON"	21	"11-1 Concord"	112	57	171	8	112	52	165					27	70	165	95									79	126	165	39																																				
"TN"	2010	"GIBSON"	22	"11-2 Moore's Chapel"	289	119	412	8	310	81	399					27	153	401	248									79	306	385	79																																				
"TN"	2010	"GIBSON"	23	"11-3 Union Central"	123	49	175	8	128	36	167					27	80	169	89									79	132	163	31																																				
"TN"	2010	"GIBSON"	24	"11-4 Gann"	199	68	270	8	197	51	256					27	90	262	172									79	199	254	55																																				
"TN"	2010	"GIBSON"	25	"11-5 Skullbone"	145	75	225	8	166	43	214					27	95	222	127									79	170	215	45																																				
"TN"	2010	"GIBSON"	26	"12 Milan Express"	642	253	904	8	646	218	885					27	408	879	471									79	670	872	202																																				
"TN"	2010	"GIBSON"	27	"13 Milan Polk Clark"	68	332	404	8	68	316	391					27	337	395	58									79	66	361	295																																				
"TN"	2010	"GIBSON"	28	"14 Milan 1stAssembly"	201	180	390	8	205	156	367					27	219	378	159									79	215	366	151																																				
"TN"	2010	"GIBSON"	29	"15 Milan Municipal"	425	197	630	8	412	154	583					27	288	614	326									79	435	588	153																																				
"TN"	2010	"GIBSON"	30	"17-1 Bradford"	236	174	416	8	244	140	390					27	213	397	184									79	260	399	139																																				
"TN"	2010	"GIBSON"	31	"17-2 Idlewild"	93	61	155	8	102	41	145					27	73	153	80									79	94	148	54																																				
"TN"	2010	"GIBSON"	32	"18-1 Laneview"	139	81	224	8	159	54	217					27	91	215	124									79	165	216	51																																				
"TN"	2010	"GIBSON"	33	"18-2 Good Luck"	190	106	299	8	212	69	284					27	141	285	144									79	231	279	48																																				
"TN"	2010	"GIBSON"	34	"19-1 Dyer"	546	476	1043	8	610	373	1014					27	616	1010	394									79	743	1011	268																																				
"TN"	2010	"GIBSON"	35	"19-2 Currie"	94	52	148	8	107	32	142					27	71	145	74									79	123	145	22																																				
"TN"	2010	"GIBSON"	36	"16 Rutherford"	295	199	506	8	337	135	481					27	239	479	240									79	386	477	91																																				
"TN"	2010	"GILES"	1	"1A Ardmore"	413	204	633	4	354	242	617					25	204	578	374									65	277	629	343																																				
"TN"	2010	"GILES"	2	"1B Prospect"	327	186	528	4	277	208	513					25	184	456	272									65	188	529	327																																				
"TN"	2010	"GILES"	3	"2A Minor Hill"	420	207	638	4	328	226	602					25	226	557	331									65	236	641	400																																				
"TN"	2010	"GILES"	4	"2B Airport"	208	146	360	4	169	137	333					25	144	283	139									65	117	360	238																																				
"TN"	2010	"GILES"	5	"3A Richland Trace"	327	174	513	4	281	181	486					25	192	449	257									65	192	505	305																																				
"TN"	2010	"GILES"	6	"3B Campbellsville"	318	175	502	4	266	164	455					25	163	428	265									65	230	495	244																																				
"TN"	2010	"GILES"	7	"4A Lynnville"	479	231	720	4	426	236	691					25	235	632	397									65	326	716	379																																				
"TN"	2010	"GILES"	8	"4B Odd Fellows Hall"	408	165	581	4	328	198	558					25	181	494	313									65	227	576	339																																				
"TN"	2010	"GILES"	9	"5A TN Tech Center"	557	255	827	4	435	308	788					25	311	719	408									65	316	826	496																																				
"TN"	2010	"GILES"	10	"5B Agri Park"	374	141	529	4	313	158	506					25	156	465	309									65	221	529	293																																				
"TN"	2010	"GILES"	11	"6A MMC"	259	279	558	4	210	294	528					25	291	474	183									65	162	556	380																																				
"TN"	2010	"GILES"	12	"6B BMS"	156	311	476	4	97	314	437					25	291	382	91									65	84	455	355																																				
"TN"	2010	"GILES"	13	"7A GCHS"	217	185	414	4	173	188	382					25	189	345	156									65	127	417	276																																				
"TN"	2010	"GILES"	14	"7B Rec Center"	400	338	760	4	308	367	717					25	359	636	277									65	219	760	526																																				
"TN"	2010	"GILES"	16	"Absentee"	73	77	154	4	60	75	140					25	74	135	61									65	40	155	111																																				
"TN"	2010	"GRAINGER"	1	"1-1"	320	79	416	3	253	65	358																	35	337	337																																					
"TN"	2010	"GRAINGER"	2	"1-2"	369	84	460	3	292	64	401																	35	379	379																																					
"TN"	2010	"GRAINGER"	3	"2-1"	196	117	318	3	167	94	270																	35	230	230																																					
"TN"	2010	"GRAINGER"	4	"2-2"	416	94	523	3	348	100	476																	35	415	415																																					
"TN"	2010	"GRAINGER"	5	"3-1"	554	153	726	3	395	133	604																	35	585	585																																					
"TN"	2010	"GRAINGER"	6	"3-2"	377	89	473	3	334	68	427																	35	414	414																																					
"TN"	2010	"GRAINGER"	7	"4-1"	194	90	293	3	169	88	270																	35	206	206																																					
"TN"	2010	"GRAINGER"	8	"4-2"	282	77	374	3	233	79	338																	35	298	298																																					
"TN"	2010	"GRAINGER"	9	"5-1"	293	132	431	3	252	122	394																	35	307	307																																					
"TN"	2010	"GRAINGER"	10	"5-2"	398	119	531	3	336	117	488																	35	411	411																																					
"TN"	2010	"GREENE"	1	"1 Forest Hills"	483	103	594	1	471	77	566					1	92	584	492									5	479	564																																					
"TN"	2010	"GREENE"	2	"2 Flag Branch"	400	121	536	1	418	81	517					1	93	529	436									11	335	530	195																																				
"TN"	2010	"GREENE"	3	"3 Caney Branch"	378	102	489	1	383	66	461					1	88	479	391									11	286	486	200																																				
"TN"	2010	"GREENE"	4	"4 McDonald"	162	56	221	1	174	28	208					1	36	216	180									11	136	213	77																																				
"TN"	2010	"GREENE"	5	"4 Warrensburg"	105	23	129	1	101	17	122					1	17	127	110									11	61	127	66																																				
"TN"	2010	"GREENE"	6	"5 Orebank"	178	52	237	1	187	31	222					1	44	226	182									11	150	236	86																																				
"TN"	2010	"GREENE"	7	"6 Mohawk"	175	83	265	1	187	54	250					1	69	255	186									11	150	254	104																																				
"TN"	2010	"GREENE"	8	"7 Mt. Carmel"	236	76	330	1	235	56	307					1	73	318	245									11	198	318	120																																				
"TN"	2010	"GREENE"	9	"8 Mt. Pleasant"	436	133	583	1	455	82	545					1	144	581	437									11	342	574	232																																				
"TN"	2010	"GREENE"	10	"9 Debusk"	912	188	1115	1	904	123	1051					1	193	1089	896									11	643	1095	452																																				
"TN"	2010	"GREENE"	11	"10-1 Tusculum View"	587	129	727	1	579	97	693					1	136	710	574									5	621	704																																					
"TN"	2010	"GREENE"	12	"10-1 East View"	494	123	627	1	477	101	591					1	131	613	482									5	526	601																																					
"TN"	2010	"GREENE"	13	"10-1 High School"	327	96	433	1	306	89	410					1	102	418	316									5	326	400																																					
"TN"	2010	"GREENE"	14	"10-1 Highland Roby"	168	56	226	1	162	44	213					1	58	218	160									5	167	220																																					
"TN"	2010	"GREENE"	15	"10-2 Andrew Johnson"	116	105	227	1	116	80	200					1	104	224	120									5	153	204																																					
"TN"	2010	"GREENE"	16	"10-2 Courthouse"	609	127	745	1	602	93	705					1	136	739	603									5	658	731																																					
"TN"	2010	"GREENE"	17	"10-2 Middle School"	353	106	469	1	344	86	437					1	116	459	343									5	375	450																																					
"TN"	2010	"GREENE"	18	"11 Baileyton"	83	23	108	1	79	19	102					1	18	103	85									5	86	102																																					
"TN"	2010	"GREENE"	19	"11 Baileyton Corp"	79	20	101	1	81	11	93					1	14	94	80									5	81	95																																					
"TN"	2010	"GREENE"	20	"11 Woodlawn"	220	51	279	1	217	42	268					1	45	273	228									5	199	244		11	8	19	27																																
"TN"	2010	"GREENE"	21	"12 Hardins"	344	116	466	1	351	77	441					1	98	451	353									5	345	410		11	10	20	30																																
"TN"	2010	"GREENE"	22	"13 Tusculum North"	159	45	206	1	150	38	199					1	37	202	165									5	163	196																																					
"TN"	2010	"GREENE"	23	"13 Tusculum South"	186	44	240	1	187	29	225					1	41	232	191									5	197	229																																					
"TN"	2010	"GREENE"	24	"13 Tusculum Corp"	494	138	638	1	472	110	598					1	158	618	460									5	507	592																																					
"TN"	2010	"GREENE"	25	"14 Chuckey Doak"	519	137	672	1	528	93	639					1	105	659	554									5	562	648																																					
"TN"	2010	"GREENE"	26	"15 Chuckey"	257	60	327	1	264	46	317					1	53	324	271									5	282	315																																					
"TN"	2010	"GREENE"	27	"15 Jockey"	162	33	200	1	161	19	187					1	25	195	170									5	166	196																																					
"TN"	2010	"GREENE"	28	"16 Lost Mountain"	124	36	164	1	123	22	152					1	28	164	136									5	140	162																																					
"TN"	2010	"GREENE"	29	"16 Union Temple"	131	36	171	1	129	22	158					1	32	167	135									5	136	162																																					
"TN"	2010	"GREENE"	30	"17 West Pines"	337	104	447	1	345	67	424					1	79	437	358									5	360	425																																					
"TN"	2010	"GREENE"	31	"18 South Greene"	406	131	551	1	401	92	510					1	122	530	408									11	317	547	230																																				
"TN"	2010	"GREENE"	32	"19 Midway"	269	98	375	1	265	67	336					1	87	358	271									11	211	360	149																																				
"TN"	2010	"GREENE"	33	"20 Newmansville"	313	85	407	1	318	43	377					1	62	389	327									5	333	384																																					
"TN"	2010	"GREENE"	34	"21 Cross Anchor"	141	72	219	1	141	57	207					1	60	217	157									5	160	205																																					
"TN"	2010	"GREENE"	35	"22 Greystone"	424	93	527	1	406	73	495					1	89	511	422									5	415	500																																					
"TN"	2010	"GREENE"	36	"23 Mosheim"	206	48	261	1	212	27	245					1	51	256	205									11	161	258	97																																				
"TN"	2010	"GREENE"	37	"23 Mosheim Corp"	339	96	444	1	341	56	406					1	103	427	324									11	219	432	213																																				
"TN"	2010	"GREENE"	38	"24 Sunnyside"	412	81	507	1	403	61	476					1	68	484	416									11	295	490	195																																				
"TN"	2010	"GREENE"	39	"25 Glenwood"	342	89	442	1	345	57	416					1	116	435	319									11	216	433	217																																				
"TN"	2010	"GRUNDY"	1	"Altamont"	218	147	372	4	188	155	358																	37		191	191																																				
"TN"	2010	"GRUNDY"	2	"Beersheba Springs"	63	66	130	4	51	65	123																	37		87	87																																				
